Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,
FDA26,7.855,Regular,0.07,Dairy,220,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDM32,20.5,Low Fat,0.02,Fruits and Vegetables,88,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDL45,15.6,Low Fat,0.04,Snack Foods,126,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDZ55,6.055,Low Fat,0.03,Fruits and Vegetables,160,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDY37,17,Regular,0.03,Canned,142,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDO46,9.6,Regular,0.01,Snack Foods,191,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDQ60,6.195,Regular,0.11,Baking Goods,120,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDA19,7.52,Low Fat,0.06,Fruits and Vegetables,130,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDL15,17.85,Low Fat,0.05,Meat,154,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDM10,18.25,Low Fat,0.08,Snack Foods,213,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCL05,19.6,Low Fat,0.05,Health and Hygiene,43,OUT017,2007,NA,Tier 2,Supermarket Type1,
DRK49,14.15,Low Fat,0.06,Soft Drinks,42,OUT010,1998,NA,Tier 3,Grocery Store,
NCE18,NA,Low Fat,0.02,Household,251,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDG40,13.65,Low Fat,0.04,Frozen Foods,34,OUT049,1999,Medium,Tier 1,Supermarket Type1,
DRI59,9.5,Low Fat,0.04,Hard Drinks,222,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDK28,5.695,Low Fat,0.07,Frozen Foods,256,OUT035,2004,Small,Tier 2,Supermarket Type1,
NCD06,NA,Low Fat,0.17,Household,46,OUT019,1985,Small,Tier 1,Grocery Store,
FDO11,NA,Regular,0.05,Breads,250,OUT019,1985,Small,Tier 1,Grocery Store,
FDK27,11,Low Fat,0.01,Meat,119,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDT43,NA,Low Fat,0.02,Fruits and Vegetables,50,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDD38,16.75,Regular,0.01,Canned,102,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDA16,6.695,Low Fat,0.03,Frozen Foods,220,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDL14,NA,Regular,0.03,Canned,154,OUT027,1985,Medium,Tier 3,Supermarket Type3,
NCM17,7.93,Low Fat,0.07,Health and Hygiene,44,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDD20,14.15,Low Fat,0.02,Fruits and Vegetables,124,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDA40,16,Regular,0.00,Frozen Foods,88,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDL43,10.1,Low Fat,0.03,Meat,78,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDV15,10.3,Low Fat,0.15,Meat,103,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDE52,10.395,Regular,0.03,Dairy,90,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCL17,7.39,Low Fat,0.11,Health and Hygiene,144,OUT010,1998,NA,Tier 3,Grocery Store,
NCJ31,19.2,Low Fat,0.18,Others,239,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDR60,14.3,Low Fat,0.13,Baking Goods,78,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCA18,10.1,Low Fat,0.06,Household,116,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDS21,NA,Regular,0.02,Snack Foods,63,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDW09,13.65,Regular,0.03,Snack Foods,78,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDL26,18,Low Fat,0.00,Canned,154,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDS47,16.75,Low Fat,0.13,Breads,89,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDC39,7.405,Low Fat,0.16,Dairy,206,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDT51,11.65,Regular,0.01,Meat,111,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDK40,7.035,Low Fat,0.02,Frozen Foods,263,OUT035,2004,Small,Tier 2,Supermarket Type1,
NCG19,20.25,Low Fat,0.15,Household,236,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDZ07,15.1,Regular,0.09,Fruits and Vegetables,62,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDF08,NA,Regular,0.06,Fruits and Vegetables,89,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDO04,16.6,Low Fat,0.03,Frozen Foods,55,OUT013,1987,High,Tier 3,Supermarket Type1,
FDK41,14.3,Low Fat,0.13,Frozen Foods,83,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDP15,15.2,Low Fat,0.08,Meat,256,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCD43,8.85,Low Fat,0.02,Household,105,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCP18,12.15,Low Fat,0.03,Household,149,OUT013,1987,High,Tier 3,Supermarket Type1,
FDZ51,11.3,Regular,0.00,Meat,93,OUT046,1997,Small,Tier 1,Supermarket Type1,
DRH13,8.575,Low Fat,0.02,Soft Drinks,108,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDF38,11.8,Regular,0.03,Canned,40,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCI43,19.85,Low Fat,0.03,Household,49,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDM38,NA,Regular,0.09,Canned,54,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDS03,7.825,Low Fat,0.08,Meat,65,OUT013,1987,High,Tier 3,Supermarket Type1,
DRJ47,18.25,Low Fat,0.04,Hard Drinks,171,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDT50,6.75,Regular,0.18,Dairy,97,OUT010,1998,NA,Tier 3,Grocery Store,
FDV02,16.75,Low Fat,0.06,Dairy,173,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCG18,15.3,low fat,0.02,Household,104,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDW52,14,Regular,0.04,Frozen Foods,165,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDS40,15.35,Low Fat,0.01,Frozen Foods,36,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDN31,11.5,low fat,0.07,Fruits and Vegetables,191,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDA37,7.81,Regular,0.06,Canned,123,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDA15,9.3,Low Fat,0.02,Dairy,250,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDL39,16.1,Regular,0.06,Dairy,181,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDJ53,10.5,Low Fat,0.07,Frozen Foods,122,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDX22,6.785,Regular,0.02,Snack Foods,211,OUT013,1987,High,Tier 3,Supermarket Type1,
NCZ42,10.5,Low Fat,0.01,Household,239,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDD56,NA,Regular,0.10,Fruits and Vegetables,176,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDD40,20.25,Regular,0.01,Dairy,194,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDS50,17,Low Fat,0.06,Dairy,221,OUT013,1987,High,Tier 3,Supermarket Type1,
NCN14,19.1,Low Fat,0.00,Others,184,OUT013,1987,High,Tier 3,Supermarket Type1,
FDT15,12.15,Regular,0.04,Meat,183,OUT013,1987,High,Tier 3,Supermarket Type1,
NCS18,NA,Low Fat,0.04,Household,108,OUT027,1985,Medium,Tier 3,Supermarket Type3,
NCO26,7.235,Low Fat,0.13,Household,115,OUT010,1998,NA,Tier 3,Grocery Store,
FDF58,13.3,Low Fat,0.01,Snack Foods,61,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCB19,6.525,Low Fat,0.09,Household,86,OUT013,1987,High,Tier 3,Supermarket Type1,
FDH26,19.25,Regular,0.03,Canned,141,OUT017,2007,NA,Tier 2,Supermarket Type1,
DRB24,NA,Low Fat,0.02,Soft Drinks,153,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDA49,19.7,Low Fat,0.07,Canned,86,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDB32,20.6,Low Fat,0.02,Fruits and Vegetables,96,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDI36,12.5,Regular,0.00,Baking Goods,197,OUT017,2007,NA,Tier 2,Supermarket Type1,
NCA17,20.6,Low Fat,0.08,Health and Hygiene,149,OUT010,1998,NA,Tier 3,Grocery Store,
FDH22,6.405,Low Fat,0.14,Snack Foods,125,OUT013,1987,High,Tier 3,Supermarket Type1,
NCM26,20.5,Low Fat,0.00,Others,153,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDT15,NA,Regular,0.04,Meat,183,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDB16,8.21,Low Fat,0.05,Dairy,87,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCP54,NA,Low Fat,0.03,Household,123,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDJ36,14.5,Regular,0.13,Baking Goods,102,OUT013,1987,High,Tier 3,Supermarket Type1,
FDO28,5.765,Low Fat,0.07,Frozen Foods,120,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDU09,7.71,Regular,0.07,Snack Foods,54,OUT013,1987,High,Tier 3,Supermarket Type1,
FDF29,15.1,Regular,0.02,Frozen Foods,129,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDY08,9.395,Regular,0.17,Fruits and Vegetables,141,OUT013,1987,High,Tier 3,Supermarket Type1,
DRJ59,11.65,Low Fat,0.02,Hard Drinks,37,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDT23,NA,Regular,0.07,Breads,79,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDU15,13.65,Regular,0.03,Meat,38,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDT47,5.26,Regular,0.02,Breads,97,OUT013,1987,High,Tier 3,Supermarket Type1,
FDI53,NA,Regular,0.00,Frozen Foods,163,OUT019,1985,Small,Tier 1,Grocery Store,
FDR59,14.5,Regular,0.06,Breads,262,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDD53,16.2,Low Fat,0.04,Frozen Foods,40,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDY51,12.5,Low Fat,0.08,Meat,220,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDT04,17.25,Low Fat,0.11,Frozen Foods,38,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDU51,20.2,Regular,0.10,Meat,177,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDG14,9,Regular,0.05,Canned,152,OUT035,2004,Small,Tier 2,Supermarket Type1,
NCU06,17.6,Low Fat,0.07,Household,231,OUT045,2002,NA,Tier 2,Supermarket Type1,
DRG25,10.5,Low Fat,0.02,Soft Drinks,186,OUT046,1997,Small,Tier 1,Supermarket Type1,
DRH49,19.7,Low Fat,0.02,Soft Drinks,84,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDN15,17.5,Low Fat,0.02,Meat,139,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDL43,10.1,Low Fat,0.03,Meat,76,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCT18,14.6,Low Fat,0.06,Household,182,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCB31,6.235,Low Fat,0.12,Household,261,OUT013,1987,High,Tier 3,Supermarket Type1,
FDK57,10.195,Low Fat,0.08,Snack Foods,119,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDY04,NA,Regular,0.07,Frozen Foods,163,OUT019,1985,Small,Tier 1,Grocery Store,
NCP54,15.35,Low Fat,0.04,Household,122,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDF41,12.15,Low Fat,0.13,Frozen Foods,244,OUT013,1987,High,Tier 3,Supermarket Type1,
FDM01,7.895,Regular,0.00,Breakfast,102,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDW03,5.63,Regular,0.02,Meat,104,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDF28,15.7,Regular,0.04,Frozen Foods,123,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDY37,17,Regular,0.03,Canned,142,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDQ03,15,Regular,0.08,Meat,237,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDP51,NA,Regular,0.08,Meat,120,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDJ40,13.6,Regular,0.05,Frozen Foods,111,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDC32,18.35,Low Fat,0.10,Fruits and Vegetables,93,OUT049,1999,Medium,Tier 1,Supermarket Type1,
DRI49,NA,Low Fat,0.18,Soft Drinks,82,OUT027,1985,Medium,Tier 3,Supermarket Type3,
NCW54,7.5,Low Fat,0.10,Household,55,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDF09,6.215,Low Fat,0.01,Fruits and Vegetables,38,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDP45,15.7,Regular,0.03,Snack Foods,251,OUT018,2009,Medium,Tier 3,Supermarket Type2,
DRJ23,18.35,Low Fat,0.04,Hard Drinks,187,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDS59,14.8,Regular,0.04,Breads,111,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDY08,9.395,Regular,0.17,Fruits and Vegetables,139,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDX16,17.85,low fat,0.07,Frozen Foods,148,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDY16,18.35,Regular,0.09,Frozen Foods,185,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDK32,16.25,Regular,0.00,Fruits and Vegetables,153,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDQ22,16.75,Low Fat,0.03,Snack Foods,39,OUT013,1987,High,Tier 3,Supermarket Type1,
NCC31,8.02,Low Fat,0.02,Household,156,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDG58,10.695,Regular,0.09,Snack Foods,154,OUT049,1999,Medium,Tier 1,Supermarket Type1,
DRF48,5.73,Low Fat,0.05,Soft Drinks,189,OUT013,1987,High,Tier 3,Supermarket Type1,
DRH36,16.2,Low Fat,0.03,Soft Drinks,73,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCR30,20.6,Low Fat,0.07,Household,76,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDB03,NA,Regular,0.27,Dairy,242,OUT019,1985,Small,Tier 1,Grocery Store,
FDZ28,NA,Regular,0.05,Frozen Foods,126,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDR35,12.5,Low Fat,0.02,Breads,198,OUT017,2007,NA,Tier 2,Supermarket Type1,
DRD15,NA,Low Fat,0.06,Dairy,233,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDJ33,NA,Regular,0.15,Snack Foods,124,OUT019,1985,Small,Tier 1,Grocery Store,
FDA56,9.21,Low Fat,0.01,Fruits and Vegetables,120,OUT010,1998,NA,Tier 3,Grocery Store,
FDP56,8.185,Low Fat,0.05,Fruits and Vegetables,48,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCT30,9.1,Low Fat,0.08,Household,48,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDK15,10.8,Low Fat,0.10,Meat,100,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDH44,19.1,Regular,0.00,Fruits and Vegetables,147,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDV01,19.2,Regular,0.08,Canned,155,OUT013,1987,High,Tier 3,Supermarket Type1,
DRG03,14.5,Low Fat,0.06,Dairy,152,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDG50,NA,Low Fat,0.02,Canned,90,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDR16,5.845,Regular,0.18,Frozen Foods,215,OUT010,1998,NA,Tier 3,Grocery Store,
FDZ60,20.5,Low Fat,0.12,Baking Goods,108,OUT046,1997,Small,Tier 1,Supermarket Type1,
DRG03,14.5,Low Fat,0.06,Dairy,154,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDS56,5.785,Regular,0.04,Fruits and Vegetables,264,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDU33,7.63,Regular,0.13,Snack Foods,45,OUT045,2002,NA,Tier 2,Supermarket Type1,
DRD27,18.75,Low Fat,0.02,Dairy,99,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDW22,9.695,Regular,0.00,Snack Foods,223,OUT046,1997,Small,Tier 1,Supermarket Type1,
DRA24,19.35,Regular,0.04,Soft Drinks,163,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDF38,11.8,Regular,0.03,Canned,39,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDX48,17.75,Regular,0.04,Baking Goods,154,OUT013,1987,High,Tier 3,Supermarket Type1,
FDS58,9.285,Regular,0.02,Snack Foods,161,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDC32,18.35,Low Fat,0.10,Fruits and Vegetables,93,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCQ29,12,Low Fat,0.10,Health and Hygiene,262,OUT045,2002,NA,Tier 2,Supermarket Type1,
DRK39,7.02,Low Fat,0.05,Dairy,84,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCS38,8.6,Low Fat,0.09,Household,114,OUT017,2007,NA,Tier 2,Supermarket Type1,
DRO47,10.195,Low Fat,0.11,Hard Drinks,112,OUT013,1987,High,Tier 3,Supermarket Type1,
DRG27,NA,Low Fat,0.10,Dairy,42,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDC57,NA,Regular,0.05,Fruits and Vegetables,191,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDS55,7.02,Low Fat,0.08,Fruits and Vegetables,147,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCJ06,20.1,Low Fat,0.03,Household,120,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDO01,NA,Regular,0.04,Breakfast,130,OUT019,1985,Small,Tier 1,Grocery Store,
NCM55,15.6,Low Fat,0.07,Others,186,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDC52,11.15,Regular,0.01,Dairy,152,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDQ15,20.35,Regular,0.15,Meat,80,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCT30,NA,Low Fat,0.08,Household,48,OUT027,1985,Medium,Tier 3,Supermarket Type3,
NCR42,NA,Low Fat,0.04,Household,32,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDD28,10.695,Low Fat,0.00,Frozen Foods,58,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDQ34,10.85,Low Fat,0.16,Snack Foods,105,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDZ12,NA,Low Fat,0.10,Baking Goods,143,OUT027,1985,Medium,Tier 3,Supermarket Type3,
DRE13,NA,Low Fat,0.05,Soft Drinks,86,OUT019,1985,Small,Tier 1,Grocery Store,
NCN07,NA,Low Fat,0.06,Others,133,OUT019,1985,Small,Tier 1,Grocery Store,
FDM28,15.7,Low Fat,0.05,Frozen Foods,181,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDI10,8.51,Regular,0.08,Snack Foods,172,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDQ25,8.63,Regular,0.03,Canned,170,OUT013,1987,High,Tier 3,Supermarket Type1,
FDA38,5.44,Low Fat,0.04,Dairy,242,OUT010,1998,NA,Tier 3,Grocery Store,
DRI13,15.35,Low Fat,0.02,Soft Drinks,217,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDY20,NA,Regular,0.08,Fruits and Vegetables,90,OUT027,1985,Medium,Tier 3,Supermarket Type3,
NCZ53,9.6,Low Fat,0.02,Health and Hygiene,187,OUT035,2004,Small,Tier 2,Supermarket Type1,
NCM31,6.095,Low Fat,0.08,Others,144,OUT013,1987,High,Tier 3,Supermarket Type1,
DRB01,7.39,Low Fat,0.08,Soft Drinks,189,OUT017,2007,NA,Tier 2,Supermarket Type1,
DRF37,17.25,Low Fat,0.08,Soft Drinks,262,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCF42,17.35,Low Fat,0.17,Household,177,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDF16,7.3,Low Fat,0.09,Frozen Foods,149,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDB41,19,Regular,0.10,Frozen Foods,48,OUT013,1987,High,Tier 3,Supermarket Type1,
FDR34,17,Regular,0.02,Snack Foods,227,OUT013,1987,High,Tier 3,Supermarket Type1,
FDR15,9.3,Regular,0.03,Meat,156,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCV42,NA,Low Fat,0.06,Household,112,OUT019,1985,Small,Tier 1,Grocery Store,
FDW51,6.155,Regular,0.09,Meat,212,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDU36,6.15,Low Fat,0.05,Baking Goods,97,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDX60,14.35,Low Fat,0.08,Baking Goods,81,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDY03,17.6,Regular,0.08,Meat,113,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDW55,12.6,Regular,0.02,Fruits and Vegetables,248,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDT01,13.65,Regular,0.31,Canned,213,OUT010,1998,NA,Tier 3,Grocery Store,
FDG58,10.695,Regular,0.09,Snack Foods,155,OUT013,1987,High,Tier 3,Supermarket Type1,
FDK21,7.905,Low Fat,0.01,Snack Foods,249,OUT017,2007,NA,Tier 2,Supermarket Type1,
NCS41,NA,Low Fat,0.09,Health and Hygiene,182,OUT019,1985,Small,Tier 1,Grocery Store,
FDS10,19.2,Low Fat,0.04,Snack Foods,182,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCT53,5.4,Low Fat,0.05,Health and Hygiene,165,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDJ28,12.3,Low Fat,0.02,Frozen Foods,191,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDX44,9.3,Low Fat,0.04,Fruits and Vegetables,88,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDT20,10.5,Low Fat,0.04,Fruits and Vegetables,38,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDO44,12.6,low fat,0.09,Fruits and Vegetables,110,OUT017,2007,NA,Tier 2,Supermarket Type1,
NCX17,21.25,Low Fat,0.11,Health and Hygiene,235,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDY01,11.8,Regular,0.17,Canned,117,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDJ12,NA,Regular,0.04,Baking Goods,210,OUT027,1985,Medium,Tier 3,Supermarket Type3,
DRK35,8.365,low fat,0.07,Hard Drinks,37,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDD47,NA,Regular,0.25,Starchy Foods,169,OUT019,1985,Small,Tier 1,Grocery Store,
NCM53,18.75,Low Fat,0.05,Health and Hygiene,106,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDO45,13.15,Regular,0.04,Snack Foods,87,OUT013,1987,High,Tier 3,Supermarket Type1,
NCM42,6.13,Low Fat,0.05,Household,109,OUT010,1998,NA,Tier 3,Grocery Store,
FDE04,19.75,Regular,0.00,Frozen Foods,180,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCI30,NA,Low Fat,0.06,Household,248,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDZ19,6.425,Low Fat,0.09,Fruits and Vegetables,175,OUT013,1987,High,Tier 3,Supermarket Type1,
FDW57,8.31,Regular,0.12,Snack Foods,178,OUT013,1987,High,Tier 3,Supermarket Type1,
FDA25,16.5,Regular,0.00,Canned,102,OUT013,1987,High,Tier 3,Supermarket Type1,
FDT22,10.395,Low Fat,0.11,Snack Foods,59,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDP51,13.85,Regular,0.09,Meat,119,OUT013,1987,High,Tier 3,Supermarket Type1,
FDD48,NA,Low Fat,0.03,Baking Goods,116,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDY39,5.305,Regular,0.05,Meat,183,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDO48,15,Regular,0.04,Baking Goods,222,OUT010,1998,NA,Tier 3,Grocery Store,
FDD23,NA,Regular,0.05,Starchy Foods,186,OUT027,1985,Medium,Tier 3,Supermarket Type3,
DRN35,NA,Low Fat,0.07,Hard Drinks,37,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDT01,13.65,Regular,0.18,Canned,214,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDC20,10.65,Low Fat,0.04,Fruits and Vegetables,55,OUT010,1998,NA,Tier 3,Grocery Store,
DRJ35,10.1,low fat,0.05,Hard Drinks,62,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDB32,20.6,Low Fat,0.02,Fruits and Vegetables,94,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDL24,10.3,Regular,0.02,Baking Goods,173,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCV42,6.26,Low Fat,0.03,Household,113,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDZ46,7.485,Low Fat,0.07,Snack Foods,109,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDC15,18.1,Low Fat,0.18,Dairy,156,OUT013,1987,High,Tier 3,Supermarket Type1,
FDD08,NA,Low Fat,0.06,Fruits and Vegetables,38,OUT019,1985,Small,Tier 1,Grocery Store,
FDY50,5.8,Low Fat,0.00,Dairy,89,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDD36,13.3,Low Fat,0.02,Baking Goods,119,OUT013,1987,High,Tier 3,Supermarket Type1,
FDG57,NA,Low Fat,0.07,Fruits and Vegetables,49,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDL21,15.85,Regular,0.01,Snack Foods,41,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDN16,NA,Regular,0.06,Frozen Foods,102,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDJ09,NA,Low Fat,0.06,Snack Foods,46,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDS01,11.6,Low Fat,0.03,Canned,179,OUT010,1998,NA,Tier 3,Grocery Store,
FDV33,9.6,Regular,0.03,Snack Foods,260,OUT017,2007,NA,Tier 2,Supermarket Type1,
DRE12,4.59,Low Fat,0.07,Soft Drinks,114,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDR07,21.35,Low Fat,0.08,Fruits and Vegetables,97,OUT013,1987,High,Tier 3,Supermarket Type1,
FDP48,7.52,Regular,0.07,Baking Goods,184,OUT010,1998,NA,Tier 3,Grocery Store,
NCB55,15.7,Low Fat,0.16,Household,58,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDQ08,15.7,Regular,0.02,Fruits and Vegetables,60,OUT013,1987,High,Tier 3,Supermarket Type1,
FDR34,17,Regular,0.02,Snack Foods,231,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDO33,14.75,Low Fat,0.09,Snack Foods,112,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDP13,8.1,Regular,0.13,Canned,38,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDX12,18.2,Regular,0.00,Baking Goods,243,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCT06,17.1,Low Fat,0.04,Household,166,OUT049,1999,Medium,Tier 1,Supermarket Type1,
